answer,pct,pollster,methodology,population,population_full,sample_size,numeric_grade,pollscore,party,transparency_score,end_date
Biden,39,Meredith College,Online Panel,lv,lv,711,1.6,0.3,DEM,8,4/17/24
Trump,41,Meredith College,Online Panel,lv,lv,711,1.6,0.3,REP,8,4/17/24
Kennedy,9,Meredith College,Online Panel,lv,lv,711,1.6,0.3,IND,8,4/17/24
Biden,44,YouGov,Online Panel,rv,rv,1358,3,-1.1,DEM,9,4/16/24
Trump,44,YouGov,Online Panel,rv,rv,1358,3,-1.1,REP,9,4/16/24
Kennedy,3,YouGov,Online Panel,rv,rv,1358,3,-1.1,IND,9,4/16/24
West,1,YouGov,Online Panel,rv,rv,1358,3,-1.1,IND,9,4/16/24
Stein,0,YouGov,Online Panel,rv,rv,1358,3,-1.1,GRE,9,4/16/24
Biden,41,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/16/24
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/16/24
Biden,44,Civiqs,Online Panel/Online Ad,rv,rv,1161,2.4,-0.2,DEM,8,4/16/24
Trump,45,Civiqs,Online Panel/Online Ad,rv,rv,1161,2.4,-0.2,REP,8,4/16/24
Biden,44,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,DEM,4,4/16/24
Trump,46,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,REP,4,4/16/24
Biden,39,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,DEM,4,4/16/24
Trump,37,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,REP,4,4/16/24
Kennedy,13,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,IND,4,4/16/24
Stein,3,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,GRE,4,4/16/24
West,2,Hart/POS,Live Phone,rv,rv,1000,2.6,-0.7,IND,4,4/16/24
Biden,39,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1128,2.8,-1.1,DEM,6,4/16/24
Trump,46,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1128,2.8,-1.1,REP,6,4/16/24
Kennedy,7,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1128,2.8,-1.1,IND,6,4/16/24
West,2,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1128,2.8,-1.1,IND,6,4/16/24
Stein,1,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1128,2.8,-1.1,GRE,6,4/16/24
Biden,45,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1128,2.8,-1.1,DEM,6,4/16/24
Trump,51,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1128,2.8,-1.1,REP,6,4/16/24
Biden,40,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1126,2.8,-1.1,DEM,6,4/16/24
Trump,42,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1126,2.8,-1.1,REP,6,4/16/24
Kennedy,9,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1126,2.8,-1.1,IND,6,4/16/24
West,2,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1126,2.8,-1.1,IND,6,4/16/24
Stein,2,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1126,2.8,-1.1,GRE,6,4/16/24
Biden,46,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1126,2.8,-1.1,DEM,6,4/16/24
Trump,49,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1126,2.8,-1.1,REP,6,4/16/24
Biden,42,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1141,2.8,-1.1,DEM,6,4/16/24
Trump,44,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1141,2.8,-1.1,REP,6,4/16/24
Kennedy,8,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1141,2.8,-1.1,IND,6,4/16/24
West,1,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1141,2.8,-1.1,IND,6,4/16/24
Stein,2,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1141,2.8,-1.1,GRE,6,4/16/24
Biden,48,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1141,2.8,-1.1,DEM,6,4/16/24
Trump,48,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1141,2.8,-1.1,REP,6,4/16/24
Biden,43,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1198,2.8,-1.1,DEM,6,4/16/24
Trump,41,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1198,2.8,-1.1,REP,6,4/16/24
Kennedy,9,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1198,2.8,-1.1,IND,6,4/16/24
West,2,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1198,2.8,-1.1,IND,6,4/16/24
Stein,2,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1198,2.8,-1.1,GRE,6,4/16/24
Biden,48,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1198,2.8,-1.1,DEM,6,4/16/24
Trump,48,Beacon/Shaw,Live Phone/Text-to-Web,rv,rv,1198,2.8,-1.1,REP,6,4/16/24
Biden,44,Hart Research Associates,Online Panel,rv,rv,1200,1,0.2,DEM,5,4/16/24
Trump,46,Hart Research Associates,Online Panel,rv,rv,1200,1,0.2,REP,5,4/16/24
Biden,26,Noble Predictive Insights,Online Panel,rv,rv,600,2.4,-0.4,DEM,6,4/16/24
Trump,54,Noble Predictive Insights,Online Panel,rv,rv,600,2.4,-0.4,REP,6,4/16/24
Biden,23,Noble Predictive Insights,Online Panel,rv,rv,600,2.4,-0.4,DEM,6,4/16/24
Trump,47,Noble Predictive Insights,Online Panel,rv,rv,600,2.4,-0.4,REP,6,4/16/24
Kennedy,13,Noble Predictive Insights,Online Panel,rv,rv,600,2.4,-0.4,IND,6,4/16/24
West,1,Noble Predictive Insights,Online Panel,rv,rv,600,2.4,-0.4,IND,6,4/16/24
Stein,1,Noble Predictive Insights,Online Panel,rv,rv,600,2.4,-0.4,GRE,6,4/16/24
Biden,41,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/15/24
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/15/24
Biden,44,YouGov,Online Panel,rv,rv,1171,3,-1.1,DEM,9,4/15/24
Trump,44,YouGov,Online Panel,rv,rv,1171,3,-1.1,REP,9,4/15/24
Biden,42,YouGov,Online Panel,rv,rv,1171,3,-1.1,DEM,9,4/15/24
Trump,42,YouGov,Online Panel,rv,rv,1171,3,-1.1,REP,9,4/15/24
Biden,43,Morning Consult,Online Panel,rv,rv,802,1.9,-0.3,DEM,3,4/15/24
Trump,49,Morning Consult,Online Panel,rv,rv,802,1.9,-0.3,REP,3,4/15/24
Biden,39,Morning Consult,Online Panel,rv,rv,802,1.9,-0.3,DEM,3,4/15/24
Trump,47,Morning Consult,Online Panel,rv,rv,802,1.9,-0.3,REP,3,4/15/24
Kennedy,5,Morning Consult,Online Panel,rv,rv,802,1.9,-0.3,IND,3,4/15/24
West,1,Morning Consult,Online Panel,rv,rv,802,1.9,-0.3,IND,3,4/15/24
Stein,1,Morning Consult,Online Panel,rv,rv,802,1.9,-0.3,GRE,3,4/15/24
Biden,43,Morning Consult,Online Panel,rv,rv,708,1.9,-0.3,DEM,3,4/15/24
Trump,40,Morning Consult,Online Panel,rv,rv,708,1.9,-0.3,REP,3,4/15/24
Kennedy,7,Morning Consult,Online Panel,rv,rv,708,1.9,-0.3,IND,3,4/15/24
West,1,Morning Consult,Online Panel,rv,rv,708,1.9,-0.3,IND,3,4/15/24
Stein,1,Morning Consult,Online Panel,rv,rv,708,1.9,-0.3,GRE,3,4/15/24
Biden,47,Morning Consult,Online Panel,rv,rv,708,1.9,-0.3,DEM,3,4/15/24
Trump,45,Morning Consult,Online Panel,rv,rv,708,1.9,-0.3,REP,3,4/15/24
Biden,49,Echelon Insights,Online Panel,lv,lv,1020,2.7,-0.8,DEM,9,4/14/24
Trump,46,Echelon Insights,Online Panel,lv,lv,1020,2.7,-0.8,REP,9,4/14/24
Biden,41,Echelon Insights,Online Panel,lv,lv,1020,2.7,-0.8,DEM,9,4/14/24
Trump,40,Echelon Insights,Online Panel,lv,lv,1020,2.7,-0.8,REP,9,4/14/24
Kennedy,11,Echelon Insights,Online Panel,lv,lv,1020,2.7,-0.8,IND,9,4/14/24
West,2,Echelon Insights,Online Panel,lv,lv,1020,2.7,-0.8,IND,9,4/14/24
Stein,2,Echelon Insights,Online Panel,lv,lv,1020,2.7,-0.8,GRE,9,4/14/24
Biden,42,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/14/24
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/14/24
Biden,37,Morning Consult,Online Panel,rv,rv,450,1.9,-0.3,DEM,3,4/14/24
Trump,48,Morning Consult,Online Panel,rv,rv,450,1.9,-0.3,REP,3,4/14/24
Kennedy,7,Morning Consult,Online Panel,rv,rv,450,1.9,-0.3,IND,3,4/14/24
West,2,Morning Consult,Online Panel,rv,rv,450,1.9,-0.3,IND,3,4/14/24
Stein,3,Morning Consult,Online Panel,rv,rv,450,1.9,-0.3,GRE,3,4/14/24
Biden,43,Morning Consult,Online Panel,rv,rv,450,1.9,-0.3,DEM,3,4/14/24
Trump,51,Morning Consult,Online Panel,rv,rv,450,1.9,-0.3,REP,3,4/14/24
Biden,38,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,DEM,3,4/14/24
Trump,48,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,REP,3,4/14/24
Kennedy,5,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,IND,3,4/14/24
West,1,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,IND,3,4/14/24
Stein,0,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,GRE,3,4/14/24
Biden,41,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,DEM,3,4/14/24
Trump,51,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,REP,3,4/14/24
Biden,41,Morning Consult,Online Panel,rv,rv,702,1.9,-0.3,DEM,3,4/14/24
Trump,44,Morning Consult,Online Panel,rv,rv,702,1.9,-0.3,REP,3,4/14/24
Kennedy,8,Morning Consult,Online Panel,rv,rv,702,1.9,-0.3,IND,3,4/14/24
West,1,Morning Consult,Online Panel,rv,rv,702,1.9,-0.3,IND,3,4/14/24
Stein,1,Morning Consult,Online Panel,rv,rv,702,1.9,-0.3,GRE,3,4/14/24
Biden,44,Morning Consult,Online Panel,rv,rv,702,1.9,-0.3,DEM,3,4/14/24
Trump,48,Morning Consult,Online Panel,rv,rv,702,1.9,-0.3,REP,3,4/14/24
Biden,48,Pew,Probability Panel,rv,rv,7166,2.5,-0.4,DEM,8,4/14/24
Trump,49,Pew,Probability Panel,rv,rv,7166,2.5,-0.4,REP,8,4/14/24
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/13/24
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/13/24
Biden,40,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,DEM,3,4/13/24
Trump,46,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,REP,3,4/13/24
Kennedy,7,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,IND,3,4/13/24
West,2,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,IND,3,4/13/24
Stein,0,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,GRE,3,4/13/24
Biden,42,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,DEM,3,4/13/24
Trump,49,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,REP,3,4/13/24
Biden,42,Morning Consult,Online Panel,rv,rv,803,1.9,-0.3,DEM,3,4/13/24
Trump,43,Morning Consult,Online Panel,rv,rv,803,1.9,-0.3,REP,3,4/13/24
Kennedy,8,Morning Consult,Online Panel,rv,rv,803,1.9,-0.3,IND,3,4/13/24
West,0,Morning Consult,Online Panel,rv,rv,803,1.9,-0.3,IND,3,4/13/24
Stein,1,Morning Consult,Online Panel,rv,rv,803,1.9,-0.3,GRE,3,4/13/24
Biden,46,Morning Consult,Online Panel,rv,rv,803,1.9,-0.3,DEM,3,4/13/24
Trump,47,Morning Consult,Online Panel,rv,rv,803,1.9,-0.3,REP,3,4/13/24
Biden,23.7,Cygnal,Online Panel,lv,lv,615,2.1,-1.1,DEM,4,4/12/24
Trump,56.4,Cygnal,Online Panel,lv,lv,615,2.1,-1.1,REP,4,4/12/24
Kennedy,7,Cygnal,Online Panel,lv,lv,615,2.1,-1.1,IND,4,4/12/24
West,2,Cygnal,Online Panel,lv,lv,615,2.1,-1.1,IND,4,4/12/24
Stein,1,Cygnal,Online Panel,lv,lv,615,2.1,-1.1,GRE,4,4/12/24
Biden,30.2,Cygnal,Online Panel,lv,lv,615,2.1,-1.1,DEM,4,4/12/24
Trump,60.6,Cygnal,Online Panel,lv,lv,615,2.1,-1.1,REP,4,4/12/24
Biden,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/12/24
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/12/24
Biden,33,The Tyson Group,Online Panel,lv,lv,600,1.1,0.1,DEM,3.5,4/11/24
Trump,39,The Tyson Group,Online Panel,lv,lv,600,1.1,0.1,REP,3.5,4/11/24
Kennedy,12,The Tyson Group,Online Panel,lv,lv,600,1.1,0.1,IND,3.5,4/11/24
West,2,The Tyson Group,Online Panel,lv,lv,600,1.1,0.1,IND,3.5,4/11/24
Mapstead,1,The Tyson Group,Online Panel,lv,lv,600,1.1,0.1,LIB,3.5,4/11/24
Stein,2,The Tyson Group,Online Panel,lv,lv,600,1.1,0.1,GRE,3.5,4/11/24
Biden,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/11/24
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/11/24
Biden,36,MRG (Marketing Resource Group),Live Phone,lv,lv,600,1.8,0.1,DEM,6,4/11/24
Trump,42,MRG (Marketing Resource Group),Live Phone,lv,lv,600,1.8,0.1,REP,6,4/11/24
Biden,34,MRG (Marketing Resource Group),Live Phone,lv,lv,600,1.8,0.1,DEM,6,4/11/24
Trump,37,MRG (Marketing Resource Group),Live Phone,lv,lv,600,1.8,0.1,REP,6,4/11/24
Kennedy,13,MRG (Marketing Resource Group),Live Phone,lv,lv,600,1.8,0.1,IND,6,4/11/24
Stein,2,MRG (Marketing Resource Group),Live Phone,lv,lv,600,1.8,0.1,GRE,6,4/11/24
West,1,MRG (Marketing Resource Group),Live Phone,lv,lv,600,1.8,0.1,IND,6,4/11/24
Biden,45,Public Opinion Strategies,Live Phone,rv,rv,1000,1.6,0.3,DEM,3,4/11/24
Trump,43,Public Opinion Strategies,Live Phone,rv,rv,1000,1.6,0.3,REP,3,4/11/24
Biden,45,Siena/NYT,Live Phone,rv,rv,1059,3,-1.5,DEM,9,4/11/24
Trump,46,Siena/NYT,Live Phone,rv,rv,1059,3,-1.5,REP,9,4/11/24
Biden,40,Siena/NYT,Live Phone,rv,rv,1059,3,-1.5,DEM,9,4/11/24
Trump,42,Siena/NYT,Live Phone,rv,rv,1059,3,-1.5,REP,9,4/11/24
Biden,46,Siena/NYT,Live Phone,lv,lv,1059,3,-1.5,DEM,9,4/11/24
Trump,47,Siena/NYT,Live Phone,lv,lv,1059,3,-1.5,REP,9,4/11/24
Biden,42,Siena/NYT,Live Phone,lv,lv,1059,3,-1.5,DEM,9,4/11/24
Trump,43,Siena/NYT,Live Phone,lv,lv,1059,3,-1.5,REP,9,4/11/24
Biden,44,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,DEM,6,4/11/24
Trump,48,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,REP,6,4/11/24
Biden,39,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,DEM,6,4/11/24
Trump,44,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,REP,6,4/11/24
Stein,4,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,GRE,6,4/11/24
Mapstead,2,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,LIB,6,4/11/24
Biden,37,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,DEM,6,4/11/24
Trump,42,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,REP,6,4/11/24
Stein,2,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,GRE,6,4/11/24
Mapstead,1,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,LIB,6,4/11/24
Kennedy,10,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,IND,6,4/11/24
West,0,Fabrizio,Live Phone/Text-to-Web,lv,lv,400,1.7,-0.1,IND,6,4/11/24
Biden,43.6,Emerson,IVR/Online Panel/Text-to-Web,rv,rv,1000,2.9,-1.1,DEM,7,4/10/24
Trump,56.4,Emerson,IVR/Online Panel/Text-to-Web,rv,rv,1000,2.9,-1.1,REP,7,4/10/24
Biden,34.6,Emerson,IVR/Online Panel/Text-to-Web,rv,rv,1000,2.9,-1.1,DEM,7,4/10/24
Trump,49.2,Emerson,IVR/Online Panel/Text-to-Web,rv,rv,1000,2.9,-1.1,REP,7,4/10/24
Kennedy,6.1,Emerson,IVR/Online Panel/Text-to-Web,rv,rv,1000,2.9,-1.1,IND,7,4/10/24
West,0.5,Emerson,IVR/Online Panel/Text-to-Web,rv,rv,1000,2.9,-1.1,IND,7,4/10/24
Stein,1.1,Emerson,IVR/Online Panel/Text-to-Web,rv,rv,1000,2.9,-1.1,GRE,7,4/10/24
Biden,45.3,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,DEM,4,4/10/24
Trump,46.9,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,REP,4,4/10/24
Biden,39.4,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,DEM,4,4/10/24
Trump,41.5,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,REP,4,4/10/24
Kennedy,8.6,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,IND,4,4/10/24
Stein,1.1,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,GRE,4,4/10/24
West,1.8,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,IND,4,4/10/24
Biden,40.2,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,DEM,4,4/10/24
Trump,41.6,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,REP,4,4/10/24
Kennedy,7.6,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,LIB,4,4/10/24
Stein,1.4,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,GRE,4,4/10/24
West,1.4,Cygnal,Online Panel,lv,lv,1500,2.1,-1.1,IND,4,4/10/24
Biden,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/10/24
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/10/24
Biden,49,Marquette Law School,Probability Panel,rv,rv,814,3,-1.1,DEM,10,4/10/24
Trump,51,Marquette Law School,Probability Panel,rv,rv,814,3,-1.1,REP,10,4/10/24
Biden,49,Marquette Law School,Probability Panel,lv,lv,707,3,-1.1,DEM,10,4/10/24
Trump,51,Marquette Law School,Probability Panel,lv,lv,707,3,-1.1,REP,10,4/10/24
Biden,40,Marquette Law School,Probability Panel,rv,rv,814,3,-1.1,DEM,10,4/10/24
Trump,41,Marquette Law School,Probability Panel,rv,rv,814,3,-1.1,REP,10,4/10/24
Kennedy,13,Marquette Law School,Probability Panel,rv,rv,814,3,-1.1,IND,10,4/10/24
Stein,3,Marquette Law School,Probability Panel,rv,rv,814,3,-1.1,GRE,10,4/10/24
West,2,Marquette Law School,Probability Panel,rv,rv,814,3,-1.1,IND,10,4/10/24
Biden,41,Marquette Law School,Probability Panel,lv,lv,707,3,-1.1,DEM,10,4/10/24
Trump,42,Marquette Law School,Probability Panel,lv,lv,707,3,-1.1,REP,10,4/10/24
Kennedy,12,Marquette Law School,Probability Panel,lv,lv,707,3,-1.1,IND,10,4/10/24
Stein,3,Marquette Law School,Probability Panel,lv,lv,707,3,-1.1,GRE,10,4/10/24
West,1,Marquette Law School,Probability Panel,lv,lv,707,3,-1.1,IND,10,4/10/24
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/9/24
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/9/24
Biden,42,YouGov,Online Panel,rv,rv,1583,3,-1.1,DEM,9,4/9/24
Trump,43,YouGov,Online Panel,rv,rv,1583,3,-1.1,REP,9,4/9/24
Kennedy,3,YouGov,Online Panel,rv,rv,1583,3,-1.1,IND,9,4/9/24
West,1,YouGov,Online Panel,rv,rv,1583,3,-1.1,IND,9,4/9/24
Stein,0,YouGov,Online Panel,rv,rv,1583,3,-1.1,GRE,9,4/9/24
Biden,45,North Star Opinion Research,Live Phone/Text-to-Web,lv,lv,600,1.1,0.3,DEM,3,4/9/24
Trump,45,North Star Opinion Research,Live Phone/Text-to-Web,lv,lv,600,1.1,0.3,REP,3,4/9/24
Biden,36,North Star Opinion Research,Live Phone/Text-to-Web,lv,lv,600,1.1,0.3,DEM,3,4/9/24
Trump,37,North Star Opinion Research,Live Phone/Text-to-Web,lv,lv,600,1.1,0.3,REP,3,4/9/24
Kennedy,13,North Star Opinion Research,Live Phone/Text-to-Web,lv,lv,600,1.1,0.3,IND,3,4/9/24
Stein,4,North Star Opinion Research,Live Phone/Text-to-Web,lv,lv,600,1.1,0.3,GRE,3,4/9/24
West,2,North Star Opinion Research,Live Phone/Text-to-Web,lv,lv,600,1.1,0.3,IND,3,4/9/24
Biden,39,Cygnal,Live Phone/Text-to-Web,lv,lv,600,2.1,-1.1,DEM,4,4/8/24
Trump,43.3,Cygnal,Live Phone/Text-to-Web,lv,lv,600,2.1,-1.1,REP,4,4/8/24
Kennedy,7.3,Cygnal,Live Phone/Text-to-Web,lv,lv,600,2.1,-1.1,IND,4,4/8/24
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/8/24
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/8/24
Biden,41,Ipsos,Probability Panel,rv,rv,833,2.8,-0.9,DEM,9.5,4/8/24
Trump,37,Ipsos,Probability Panel,rv,rv,833,2.8,-0.9,REP,9.5,4/8/24
Biden,37,Ipsos,Probability Panel,a,a,1021,2.8,-0.9,DEM,9.5,4/8/24
Trump,36,Ipsos,Probability Panel,a,a,1021,2.8,-0.9,REP,9.5,4/8/24
Biden,46,Quinnipiac,Live Phone,rv,rv,1401,2.8,-0.5,DEM,9,4/8/24
Trump,48,Quinnipiac,Live Phone,rv,rv,1401,2.8,-0.5,REP,9,4/8/24
Biden,38,Quinnipiac,Live Phone,rv,rv,1401,2.8,-0.5,DEM,9,4/8/24
Trump,41,Quinnipiac,Live Phone,rv,rv,1401,2.8,-0.5,REP,9,4/8/24
Kennedy,12,Quinnipiac,Live Phone,rv,rv,1401,2.8,-0.5,IND,9,4/8/24
West,3,Quinnipiac,Live Phone,rv,rv,1401,2.8,-0.5,IND,9,4/8/24
Stein,3,Quinnipiac,Live Phone,rv,rv,1401,2.8,-0.5,GRE,9,4/8/24
Biden,42,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,DEM,9,4/8/24
Trump,42,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,REP,9,4/8/24
Kennedy,7,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,IND,9,4/8/24
Swift,26,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,DEM,9,4/8/24
Trump,43,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,REP,9,4/8/24
Kennedy,12,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,IND,9,4/8/24
Biden,42,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,DEM,9,4/8/24
West,6,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,REP,9,4/8/24
Kennedy,24,University of Massachusetts Lowell/YouGov,Online Panel,lv,lv,1688,2.9,-1,IND,9,4/8/24
Biden,41,Redfield & Wilton Strategies,Online Panel,lv,lv,3203,1.8,0.4,DEM,9,4/7/24
Trump,41,Redfield & Wilton Strategies,Online Panel,lv,lv,3203,1.8,0.4,REP,9,4/7/24
Kennedy,9,Redfield & Wilton Strategies,Online Panel,lv,lv,3203,1.8,0.4,IND,9,4/7/24
Biden,43,Morning Consult,Online Panel,rv,rv,6236,1.9,-0.3,DEM,3,4/7/24
Trump,44,Morning Consult,Online Panel,rv,rv,6236,1.9,-0.3,REP,3,4/7/24
Biden,45,Morning Consult,Online Panel,rv,rv,6004,1.9,-0.3,DEM,3,4/7/24
Trump,43,Morning Consult,Online Panel,rv,rv,6004,1.9,-0.3,REP,3,4/7/24
Biden,31,Ipsos,Probability Panel,a,a,1014,2.8,-0.9,DEM,9.5,4/7/24
Trump,39,Ipsos,Probability Panel,a,a,1014,2.8,-0.9,REP,9.5,4/7/24
Kennedy,7,Ipsos,Probability Panel,a,a,1014,2.8,-0.9,IND,9.5,4/7/24
Biden,44,SurveyUSA,Online Panel,lv,lv,608,2.8,-1.3,DEM,8,4/7/24
Trump,42,SurveyUSA,Online Panel,lv,lv,608,2.8,-1.3,REP,8,4/7/24
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/6/24
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/6/24
Biden,43,TIPP,Online Panel,rv,rv,1265,1.8,-0.4,DEM,3,4/5/24
Trump,40,TIPP,Online Panel,rv,rv,1265,1.8,-0.4,REP,3,4/5/24
Biden,38,TIPP,Online Panel,rv,rv,1265,1.8,-0.4,DEM,3,4/5/24
Trump,38,TIPP,Online Panel,rv,rv,1265,1.8,-0.4,REP,3,4/5/24
Kennedy,11,TIPP,Online Panel,rv,rv,1265,1.8,-0.4,IND,3,4/5/24
West,2,TIPP,Online Panel,rv,rv,1265,1.8,-0.4,IND,3,4/5/24
Stein,1,TIPP,Online Panel,rv,rv,1265,1.8,-0.4,GRE,3,4/5/24
Biden,42,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/5/24
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/5/24
Biden,44,YouGov Blue,Online Panel,rv,rv,4038,3,-1.1,DEM,9,4/5/24
Trump,44,YouGov Blue,Online Panel,rv,rv,4038,3,-1.1,REP,9,4/5/24
Biden,43,YouGov Blue,Online Panel,rv,rv,4038,3,-1.1,DEM,9,4/5/24
Trump,42,YouGov Blue,Online Panel,rv,rv,4038,3,-1.1,REP,9,4/5/24
Kennedy,6,YouGov Blue,Online Panel,rv,rv,4038,3,-1.1,IND,9,4/5/24
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,4/4/24
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,4/4/24
Biden,49.4,Emerson,IVR/Online Panel/Email,rv,rv,1438,2.9,-1.1,DEM,7,4/3/24
