Poll_ID,Pollster,PollScore,Sample_Size,Party,PCT,Answer
35570,Axis Research,-0.6,19477,UNK,41,Trump
68422,Z to A Research,-0.4,20031,CON,39,DeSantis
19944,TIPP,-1.2,7316,CON,55,West
88276,Angus Reid,-0.4,18113,LIB,53,Trump
2714,Benenson,-1.2,1895,PSL,44,Trump
56503,Target Insyght,0.3,16336,REP,44,Trump
72534,P2 Insights,1.7,1719,LIB,61,Kennedy
80821,Strategies 360,-1.2,4873,CON,49,Trump
69472,Bendixen & Amandi International,-0.6,1382,DEM,49,West
83577,Winthrop U.,-1,25090,IND,49,Trump
39576,The Washington Post,-0.9,9856,CON,52,Kennedy
3031,Noble Predictive Insights,1.6,14321,UNK,62,Biden
83946,Tarrance,-0.1,21126,CON,47,Kennedy
50753,Global Strategy Group/North Star Opinion Research,0.7,11487,DEM,58,Kennedy
11410,Echelon Insights/GBAO,-1.2,5170,UNK,41,Biden
14272,National Public Affairs,0,9610,PSL,58,Oliver
13271,University of Texas at Tyler,1.7,20353,GRE,47,Pence
25314,Fleming & Associates,1.7,9915,OTH,45,West
46886,Cor Strategies,-0.4,5844,IND,52,West
45627,McLaughlin,-0.5,1401,REP,51,Trump
85038,Cor Strategies,-0.5,12509,GRE,49,Trump
44440,OH Predictive Insights / MBQF,-1,25032,OTH,42,Trump
67796,The Washington Post,-0.3,3196,DEM,48,Trump
43354,Harris Poll,-0.8,11022,PSL,52,Harris
50113,USC Dornsife/CSU Long Beach/Cal Poly Pomona,0.1,2522,DEM,49,Trump
16717,Survey Center on American Life,-1.1,866,DEM,54,Biden
51297,TIPP,-1.2,10429,IND,49,DeSantis
15692,Morning Consult,-1.1,3799,OTH,47,Haley
69448,Project Home Fire,0.2,21723,GRE,55,Harris
42035,KAConsulting LLC,-0.4,18694,IND,46,West
9279,Chism Strategies,NA,293,CON,55,DeSantis
9892,MassINC Polling Group,NA,22955,REP,53,Biden
43433,OH Predictive Insights / MBQF,-0.6,3973,GRE,38,Trump
54492,Glengariff Group Inc.,-0.1,4753,OTH,54,DeSantis
30613,Lake Research,1.6,4890,CON,50,West
25771,OH Predictive Insights / MBQF,-0.2,18866,LIB,56,West
37315,Manhattan Institute,-0.6,16402,IND,53,Trump
24564,Noble Predictive Insights,1.6,5444,LIB,46,Trump
59990,East Carolina University,-0.3,1973,CON,47,Trump
53241,Research & Polling,-1.3,17056,REP,55,Trump
10122,Christopher Newport U.,-0.5,5211,CON,55,Stein
4804,John Zogby Strategies,-1.1,22930,IND,57,DeSantis
58935,Redfield & Wilton Strategies,-1.2,20865,IND,73,Biden
28447,SurveyUSA/High Point University,1.7,7438,OTH,50,Trump
22343,Causeway Solutions,-0.9,24345,IND,54,West
19892,CNN/SSRS,-0.3,6712,UNK,45,Biden
44619,P2 Insights,-0.9,18871,CON,37,Stein
43425,Muhlenberg,0.1,24576,CON,57,Biden
28049,SSRS,-0.7,17380,CON,48,Trump
64249,Targoz Market Research,NA,17425,IND,49,Trump
62407,Iron Light,-0.8,5455,CON,42,Biden
23717,U. Houston,-1.3,20466,DEM,55,Haley
47027,St. Anselm,0.6,23915,UNK,49,Kennedy
24536,Fabrizio/McLaughlin,-1,10229,IND,45,Oliver
87785,InsiderAdvantage,-1.5,23807,LIB,41,Trump
2189,GQR,-0.1,7833,PSL,52,Stein
41115,Iron Light,0,10927,CON,46,Kennedy
63865,Mason-Dixon,-0.6,18349,UNK,45,Trump
81308,University of Houston/Texas Southern University,0.7,15363,CON,51,Trump
83802,YouGov/Center for Working Class Politics,-0.6,24025,GRE,48,Trump
64432,Fleming & Associates,NA,11308,UNK,57,DeSantis
9233,Hoffman Research,-0.6,23803,IND,45,Harris
77078,SoCal Research,-1,20485,OTH,54,Harris
27314,Keating Research,0.4,3550,OTH,43,West
78412,American Pulse,NA,14906,UNK,44,Oliver
61700,SoCal Research,0.7,8630,LIB,54,Manchin
28744,Redfield & Wilton Strategies,-1,2566,CON,49,Trump
74877,YouGov,-1.3,15877,DEM,41,Oliver
42519,University of Maryland/Washington Post,1.6,4153,DEM,46,Trump
22663,North Star Opinion Research,-0.7,631,CON,50,Harris
85976,Fabrizio/GBAO,-1.5,25793,GRE,40,Biden
87875,ARW Strategies,-0.8,21522,UNK,54,Kennedy
20605,PureSpectrum,0.4,2202,PSL,46,Stein
48166,Faucheux Strategies,0,19281,LIB,39,Biden
48094,Yale Youth Poll,-0.3,8875,DEM,49,Pence
44831,OH Predictive Insights / MBQF,-0.1,9259,UNK,51,Biden
70470,SSRS,-0.8,3757,OTH,45,Kennedy
28157,MRG (Marketing Resource Group),0,21791,PSL,56,Kennedy
88772,Quantus Polls and News,1.6,12302,PSL,56,Trump
69872,YouGov,-1.5,10332,CON,47,Trump
22306,Z to A Research,1.7,12723,PSL,42,Trump
56861,Remington,0.3,24888,OTH,63,Stein
47178,OH Predictive Insights / MBQF,0.6,5878,GRE,59,Biden
76932,Rasmussen,NA,18504,CON,47,Harris
5650,Remington,-0.3,22079,GRE,60,Biden
2618,SurveyUSA,-0.8,25317,CON,56,West
34264,Chism Strategies,1.7,17479,CON,51,Biden
64215,SurveyMonkey,-1.1,6533,IND,47,Trump
3436,U. Houston,0,7147,GRE,49,Trump
33287,Fabrizio/David Binder Research,1.6,5714,IND,54,Stein
7882,University of Delaware,-1.1,7074,UNK,57,Kennedy
69598,OH Predictive Insights / MBQF,-1.5,25321,DEM,44,Biden
76532,Emerson,0.3,22239,LIB,42,Kennedy
64039,Gravis Marketing (post 2020),-0.3,14212,UNK,49,Trump
39856,OnMessage Inc.,-1.3,25783,LIB,46,Biden
3064,Opinion Diagnostics,NA,22870,OTH,58,Biden
59503,Kaiser Family Foundation,-0.1,20776,UNK,46,Trump
63048,UpOne Insights/BSG,-0.5,3041,UNK,43,Biden
70483,Public Opinion Strategies,-1.2,24593,GRE,58,Trump
27231,U. North Florida,NA,23293,CON,53,Trump
32134,Research Co.,0.7,10176,REP,50,Trump
52315,CNN/SSRS,-0.4,2913,OTH,44,Trump
38565,Emerson,-1,870,DEM,53,Biden
39411,CWS Research,0.3,11909,PSL,41,Trump
32621,SoCal Strategies,0.7,7328,DEM,41,Biden
31013,Harris Poll,0.4,18109,PSL,50,Biden
41641,Landmark Communications,-0.3,20738,IND,50,Harris
22630,McCourtney Institute/YouGov,-0.7,7303,CON,46,Biden
83061,OH Predictive Insights / MBQF,0,13725,PSL,49,Trump
22448,St. Anselm,-1.3,17411,IND,40,Stein
4423,SurveyUSA/High Point University,1.7,20750,OTH,52,Harris
43321,Harris Poll,0.2,10172,LIB,54,Stein
39650,UMass Amherst/YouGov,0,25317,DEM,54,Kennedy
8018,MRG (Marketing Resource Group),NA,578,UNK,48,Harris
54279,Murphy Nasica & Associates,-0.8,12886,IND,43,Stein
64005,University of Massachusetts Lowell/YouGov,NA,16708,IND,60,De la Cruz
77285,Noble Predictive Insights,1.7,864,DEM,50,DeSantis
16285,Fabrizio/Impact,-0.1,17463,IND,45,Trump
62442,GS Strategy Group,0,12021,CON,53,Biden
80790,Slingshot Strategies,-0.8,15408,LIB,57,Biden
70331,High Point University,0.1,4560,CON,49,Trump
28092,SurveyUSA,0.7,2027,CON,53,DeSantis
65615,Change Research,0.6,12150,GRE,63,DeSantis
2095,Roanoke College,-1.3,26129,GRE,60,Trump
76302,ActiVote,-1.5,170,IND,42,West
56767,Fabrizio/GBAO,-1,1486,IND,42,Trump
9218,Cygnal/Aspect Strategic,0.4,13597,OTH,56,Stein
30783,VCreek/AMG,1.6,5169,UNK,57,Trump
69548,1892 Polling,-1,13444,IND,45,West
64140,Fabrizio/Impact,-0.1,12205,REP,48,Biden
53164,University of Massachusetts Lowell/YouGov,-0.6,9875,PSL,52,Oliver
22704,Florida Atlantic University/Mainstreet Research,0.4,26048,IND,54,Harris
81165,University of Massachusetts Lowell/YouGov,-0.7,5165,PSL,54,Oliver
69587,Wick,NA,21344,UNK,47,Biden
77242,Noble Predictive Insights,-1.1,12122,UNK,60,Stein
15176,Cygnal/Aspect Strategic,-0.6,9618,UNK,60,Biden
42708,Innovative Research Group,-1.1,3423,GRE,58,Kennedy
34869,Tarrance,0.7,21820,GRE,50,Biden
72377,1983 Labs,-0.9,1213,IND,55,Stein
76838,Cherry Communications,0.1,14125,IND,47,Biden
57055,Echelon Insights,-1,20293,DEM,44,Trump
85494,Angus Reid,-0.1,1586,IND,47,Harris
47169,University of Texas at Tyler,NA,16031,IND,58,Trump
15600,Washington Post/George Mason University,0.4,24352,LIB,63,Biden
82719,Spry Strategies,0.7,1776,OTH,58,Harris
76667,MRG (Marketing Resource Group),1.6,20923,UNK,46,West
76549,Roanoke College,1.7,22768,OTH,50,Stein
79665,VoteTXT,-0.1,15267,OTH,60,Biden
48141,University of Texas at Tyler,NA,20245,IND,46,Biden
65469,Beacon/Shaw,1.6,22800,GRE,56,Stein
28117,Meeting Street Insights,-0.5,17834,LIB,64,Harris
44872,Z to A Research,0.1,18836,DEM,43,Trump
56032,PPIC,-0.9,22286,IND,51,Trump
26121,Dan Jones,NA,23705,UNK,51,Trump
4509,University of Texas at Tyler,0.3,13537,REP,57,Stein
60524,U. Houston,0.7,23292,DEM,39,West
25423,YouGov Blue,-1.1,19789,IND,55,Trump
51818,Beacon/Shaw,-1.2,2083,UNK,52,Harris
58960,Muhlenberg,1.6,23662,LIB,43,Biden
43468,Axis Research,1.7,7532,UNK,44,Pence
20218,YouGov/Center for Working Class Politics,-1,885,REP,47,Trump
39202,YouGov/Center for Working Class Politics,1.7,3836,LIB,52,DeSantis
24819,Yale Youth Poll,-0.2,18808,LIB,44,Trump
72852,Echelon Insights,0.4,18485,OTH,47,Trump
36368,Metropolitan Research,0.4,2157,LIB,47,DeSantis
86336,Data Viewpoint,0,2852,DEM,54,Trump
317,SSRS,-1.3,13118,IND,48,Stein
47903,John Zogby Strategies,0.6,15763,OTH,43,Stein
64701,Fabrizio/Impact,0.1,9702,PSL,54,Stein
40122,Kaiser Family Foundation,0.4,24245,REP,59,Trump
35766,Marquette Law School,-1.2,24822,REP,46,Biden
76654,Texas Hispanic Policy Foundation,0.7,19468,CON,49,Biden
69053,Virginia Commonwealth U.,1.7,12468,UNK,60,Harris
72465,Bendixen & Amandi International,-0.7,4708,PSL,50,Biden
19765,Bendixen & Amandi International,-1,19273,OTH,48,Oliver
23520,Redfield & Wilton Strategies,-0.8,7628,GRE,42,Biden
25890,Morning Consult,-0.3,17644,OTH,49,Trump
6784,Noble Predictive Insights,-1.5,121,OTH,50,Trump
52350,SoCal Research,-0.2,2941,PSL,53,Oliver
3126,Hunt Research,-0.5,9985,REP,38,Harris
13559,Alaska Survey Research,0.6,25218,OTH,47,Biden
24342,Hart/POS,-1.1,22757,REP,52,Trump
17788,Project Home Fire,-1.1,25714,OTH,42,Kennedy
22640,Cherry Communications,-0.7,12107,LIB,48,Biden
29221,Glengariff Group Inc.,0.3,21759,PSL,60,Trump
78862,SoCal Research,NA,11418,REP,57,DeSantis
86225,Echelon Insights,NA,25492,REP,46,Harris
51244,McLaughlin,0.4,24234,LIB,43,Harris
46336,Public Opinion Strategies,-0.3,1047,CON,62,Trump
30160,Harris Poll,0.1,8018,REP,51,Harris
79182,Christopher Newport U.,0.2,628,IND,52,Trump
61345,Abacus Data,0.6,530,DEM,53,Stein
4130,Gateway Political Strategies,0.3,23900,OTH,52,Trump
43786,Chism Strategies,-0.7,8338,IND,65,Kennedy
71518,Fleming & Associates,0.4,7637,REP,52,Biden
23571,Hendrix College,0.1,2075,DEM,44,Oliver
84345,PRRI,-0.6,5968,IND,46,Trump
35040,Patriot Polling,-0.7,15025,UNK,52,Trump
8137,Susquehanna,-1.3,12581,REP,44,Trump
45863,U. New Hampshire,-0.4,10250,GRE,42,Haley
72965,UMBC,-1.2,15464,GRE,53,Trump
35145,NewsNation/Decision Desk HQ,-0.7,5761,REP,54,Trump
28961,1892 Polling,-1.3,9268,DEM,56,Trump
3212,KAConsulting LLC,-0.2,16866,IND,52,Harris
54624,Trafalgar Group,0.2,12482,CON,54,Harris
47216,U. Rhode Island,-0.3,14655,OTH,48,Oliver
50803,U. New Hampshire,1.6,19006,UNK,49,DeSantis
54204,University of Houston/Texas Southern University,0.1,14232,IND,49,West
34351,Cygnal/Aspect Strategic,-0.7,16939,IND,41,Harris
55223,YouGov/SNF Agora,-1.2,22619,GRE,45,Biden
56323,SoonerPoll.com,-0.7,6321,PSL,59,Harris
56013,Morning Consult,-0.5,8250,LIB,42,Biden
36231,Innovative Research Group,-1.3,3811,PSL,55,Harris
39278,EPIC/MRA,0.2,14026,CON,49,Trump
63229,Navigator,0.6,1041,LIB,61,Biden
72138,Bendixen & Amandi International,0.2,3830,CON,37,Kennedy
80170,GQR,-0.7,23948,DEM,59,Trump
71816,Beacon/Shaw,-0.6,6075,IND,41,DeSantis
59046,EPIC/MRA,-0.1,9199,UNK,44,Biden
75771,Fabrizio,-0.6,1064,REP,48,Harris
30799,Kaplan Strategies,0.7,19880,REP,50,Trump
51881,Hart/POS,-0.7,19355,CON,46,Biden
19409,SurveyMonkey,-0.5,657,UNK,66,Trump
25853,Navigator,0.3,19152,REP,48,Biden
14003,Iron Light,0.1,16142,CON,47,Stein
55604,ARW Strategies,1.7,14192,IND,49,Biden
76039,"Cor Services, Inc.",0.4,2140,CON,46,Stein
36926,Muhlenberg,-0.1,11326,DEM,56,Cheney
53601,Target Insyght,-0.8,26139,CON,41,Pence
5779,ActiVote,1.7,23287,GRE,44,Harris
77347,Christopher Newport U.,-0.5,23770,PSL,50,Trump
79263,Emerson,-0.9,7402,LIB,49,Trump
83119,Cor Strategies,1.7,190,LIB,63,Kennedy
39017,UMass Amherst/YouGov,-1.3,19350,IND,50,Kennedy
88373,Gonzales Research & Media Services,-0.4,6756,PSL,50,Trump
47638,Florida Atlantic University/Mainstreet Research,0.2,25554,LIB,55,West
2120,McCourtney Institute/YouGov,-0.3,14446,UNK,55,Biden
61114,Tulchin Research,1.6,2186,PSL,55,Oliver
26884,SoCal Research,-0.1,22044,UNK,54,Kennedy
36274,Morning Consult,0.4,16987,UNK,48,Trump
27086,Emerson,-1.5,12102,DEM,44,Trump
24551,Morning Consult,-0.4,16482,PSL,44,Harris
5269,National Public Affairs,-0.3,8114,UNK,61,West
87312,PPP,NA,4877,OTH,42,Trump
50722,Susquehanna,0,11034,PSL,53,Trump
33187,Glengariff Group Inc.,-0.2,16441,OTH,47,Biden
23977,3W Insights,-1.1,18852,REP,44,Trump
17526,Fabrizio/Impact,-0.7,3403,CON,51,Trump
69733,Data Orbital,-0.4,8167,PSL,48,Biden
83571,HighGround,-1.1,14332,OTH,52,Harris
82743,University of Delaware,-0.2,10759,REP,57,Trump
66043,ABC/Washington Post,-1.5,8338,PSL,42,Harris
73486,PRRI,0.4,16175,GRE,57,Biden
25064,U. Georgia SPIA,1.6,16578,UNK,42,Trump
35578,YouGov/SNF Agora,NA,21968,CON,53,Biden
21189,Siena,0.6,11246,GRE,54,Biden
2441,Dan Jones,-1.1,7193,IND,49,Stein
16055,Fabrizio/GBAO,-0.2,7363,CON,49,Harris
20722,OH Predictive Insights / MBQF,-1.5,15068,UNK,50,Biden
27120,Siena/NYT,-1.2,10583,OTH,49,Harris
13452,Victory Insights,-0.1,6168,OTH,53,Stein
75207,Data Viewpoint,0.6,20042,IND,58,Oliver
84622,Faucheux Strategies,-0.1,8957,LIB,54,Stein
11463,Harris Poll,-0.1,15099,PSL,38,Stein
408,Split Ticket/Data for Progress,-0.2,19563,OTH,53,Trump
81398,Fleming & Associates,0.3,579,PSL,60,Stein
35039,ABC/Washington Post,-0.3,8305,IND,62,Trump
11148,VCreek/AMG,0.7,12294,UNK,51,Biden
43089,Trafalgar Group/InsiderAdvantage,-0.4,13764,UNK,52,Harris
13817,Patriot Polling,-1.1,4826,LIB,63,Biden
19887,Digital Research,-0.7,25160,PSL,44,Biden
56028,Noble Predictive Insights,-0.6,26132,OTH,58,Biden
52226,New Bridge Strategy/Aspect Strategic,0.1,22380,PSL,56,Harris
5102,Rasmussen,-1,25713,REP,59,Trump
13584,The Tyson Group,0.4,1521,DEM,69,Trump
41234,Split Ticket/Data for Progress,-0.8,13689,OTH,49,Trump
24081,P2 Insights,-0.4,13185,UNK,61,Trump
22081,Susquehanna,-0.2,8788,CON,45,Stein
57709,Wick,-1.3,5650,OTH,53,Harris
33864,Digital Research,0.1,4510,PSL,51,Biden
31034,1892 Polling,-0.8,25518,OTH,50,Biden
18163,Siena/NYT,0.3,16470,GRE,51,Harris
51091,USC Dornsife/CSU Long Beach/Cal Poly Pomona,NA,5799,IND,45,Biden
10531,Benenson Strategy Group/GS Strategy Group,1.6,19404,DEM,51,Harris
38782,HarrisX,-0.5,23810,IND,48,Shapiro
13728,UMBC,-0.7,18310,OTH,56,Biden
69072,Ohio Northern University Institute for Civics and Public Policy,-0.5,19072,DEM,52,Trump
71380,Pan Atlantic Research,-1.3,17925,CON,42,Trump
56972,ARW Strategies,-0.6,11956,REP,41,Trump
42628,Bullfinch,-0.3,8219,UNK,39,Trump
62890,Cygnal/Aspect Strategic,-1.2,18330,GRE,46,Biden
88693,Yale Youth Poll,-0.7,19374,PSL,42,Trump
56003,PRRI,-0.9,7023,OTH,52,Trump
46313,GQR,0.4,4288,UNK,45,Trump
35139,The Political Matrix/The Listener Group,-1.5,15080,DEM,47,Trump
12126,"Cor Services, Inc.",-1.5,7802,DEM,58,Trump
52361,MassINC Polling Group,NA,628,GRE,45,Harris
53027,American Pulse,-0.5,10269,CON,53,Harris
37895,WPAi,1.7,4480,UNK,55,Trump
22501,Split Ticket/Data for Progress,-0.5,10647,IND,36,Biden
74168,Winthrop U.,-0.2,11909,GRE,51,Trump
64894,Change Research,0.3,1804,PSL,51,Christie
9415,CWS Research,-0.8,5180,PSL,44,Harris
45678,St. Anselm,0.6,12159,DEM,44,Trump
76190,Hart Research Associates,-0.3,11284,UNK,36,Trump
40428,Meeting Street Insights,-0.2,19031,DEM,53,Harris
66468,Suffolk,-0.2,22593,GRE,50,Trump
87981,Mitchell,-1.5,25788,OTH,50,Trump
67488,Fabrizio,0.7,17181,LIB,43,Harris
54804,St. Anselm,-0.9,6131,REP,57,Biden
42650,Marist,0.2,22588,IND,51,West
80895,Susquehanna,0.1,22330,REP,46,Youngkin
69298,U. New Hampshire,-0.7,23100,REP,34,Biden
57447,RABA Research,-1.2,9075,OTH,52,Trump
56965,VoteTXT,-0.9,23269,LIB,52,Trump
1567,Bowling Green State University/YouGov,0.3,19858,UNK,51,Trump
29367,U. Houston,0.1,17272,PSL,53,Biden
54651,Susquehanna,0,20877,PSL,51,Biden
7996,Texas Hispanic Policy Foundation,-0.5,24075,PSL,48,Biden
72114,Digital Research,1.6,3617,CON,57,Trump
34225,TIPP,0,12977,REP,45,Kennedy
85874,EPIC/MRA,-0.2,13660,OTH,59,Trump
32342,U. North Florida,-0.5,18164,OTH,46,Biden
55181,Cherry Communications,0.6,20588,IND,50,Trump
21188,PureSpectrum,-0.4,13120,PSL,49,Trump
80620,Chism Strategies,-0.1,25179,REP,47,Trump
57790,East Carolina University,-0.7,13837,REP,54,Kennedy
73946,Schoen Cooperman,0.2,3906,REP,51,Kennedy
83220,SoCal Strategies,-0.6,11840,IND,36,Harris
68309,Arc Insights,-0.9,14436,REP,45,Trump
39151,GS Strategy Group,-1.3,5106,CON,50,Biden
51293,Florida Atlantic University/Mainstreet Research,-0.2,20071,OTH,58,West
20355,Winthrop U.,0.6,2612,IND,49,Trump
77780,PRRI,-1.2,549,CON,59,Biden
3138,Bullfinch,-1.1,21070,PSL,53,Kennedy
67336,Abacus Data,1.6,13679,OTH,53,Trump
57132,Fleming & Associates,1.6,21726,LIB,47,Oliver
80746,Strategies 360,-1.3,14801,OTH,39,Trump
14106,Praecones Analytica,0.2,8819,UNK,53,Biden
76820,Gravis Marketing (post 2020),-0.4,19512,PSL,51,Biden
21795,AtlasIntel,-1.2,16515,CON,58,Haley
58649,OH Predictive Insights / MBQF,0,4256,CON,33,Oliver
77972,BK Strategies,NA,21490,GRE,44,Kennedy
81003,Cherry Communications,1.7,13612,CON,38,Harris
46210,Fairleigh Dickinson,-1.3,22057,IND,44,Stein
37185,National Research,-0.2,10865,OTH,39,Biden
58999,The Washington Post,0.6,12419,IND,42,Trump
33942,Hoffman Research,-0.7,9650,REP,65,Biden
3785,Probolsky Research,1.6,14962,PSL,39,Biden
9943,Data Orbital,-0.5,9537,DEM,42,Harris
83078,North Star Opinion Research,-1.2,14726,OTH,55,Biden
56697,Harris Poll,-0.4,18486,PSL,64,Trump
48819,3W Insights,-1.3,21934,UNK,57,Biden
13477,MassINC Polling Group,1.7,288,UNK,47,Biden
4940,Iron Light,0.2,25357,LIB,44,Trump
39323,Fabrizio/McLaughlin,-0.3,5057,LIB,55,Harris
81606,GS Strategy Group,-0.6,11491,IND,50,Trump
45707,Florida Atlantic University,0.6,9135,PSL,60,Stein
51273,American Pulse,-1.1,20519,CON,49,Biden
70777,NewsNation/Decision Desk HQ,0.2,24577,LIB,57,Trump
4194,Lord Ashcroft Polls,-0.1,11341,IND,66,Biden
12014,Research Co.,0.2,24799,CON,37,Newsom
9353,Patriot Polling,0.7,20752,REP,59,Trump
54530,McLaughlin,-1.3,5560,DEM,45,Biden
60809,U. Massachusetts - Lowell,0.1,2753,DEM,59,Harris
44112,Fabrizio/David Binder Research,-0.5,23859,PSL,62,West
82876,MRG (Marketing Resource Group),-1.2,26125,PSL,50,Stein
7778,HarrisX/Harris Poll,-0.6,9327,OTH,43,Kennedy
67300,Gravis Marketing (post 2020),-0.7,12948,OTH,57,Biden
88287,Christopher Newport U.,0.2,4291,DEM,55,Biden
44908,Florida Atlantic University/Mainstreet Research,-0.3,14087,OTH,50,Trump
11142,University of Massachusetts Lowell/YouGov,-1.2,18321,DEM,49,Harris
87640,Christopher Newport U.,NA,16039,PSL,58,Kennedy
67333,Survey Center on American Life,-1.1,26002,CON,48,Trump
10908,OH Predictive Insights / MBQF,0,15969,DEM,61,Trump
32785,Suffolk,0.1,13766,GRE,60,Trump
31473,Noble Predictive Insights,0.3,19586,LIB,52,Biden
11245,Benenson Strategy Group/GS Strategy Group,-1,21029,IND,45,Biden
48154,GQR,0.1,15114,OTH,50,Harris
53543,Suffolk,-0.6,6322,CON,58,Trump
26904,Gonzales Research & Media Services,0.3,15719,LIB,36,Trump
36612,Ipsos,-0.9,23241,UNK,34,Trump
71398,Innovative Research Group,1.6,17380,IND,52,West
5126,U. Massachusetts - Lowell,-0.6,2483,IND,38,Biden
50276,HarrisX,-0.7,7227,OTH,51,Trump
74444,Pew,0.1,4869,IND,50,Trump
86326,SurveyMonkey,-0.7,22996,REP,55,Biden
59518,Elway,-0.3,22489,REP,41,Trump
61018,Benenson,1.7,269,UNK,42,Biden
69097,Hunt Research,-0.9,3106,GRE,46,Stein
16165,Texas Hispanic Policy Foundation,-0.1,15131,LIB,52,Kennedy
14403,Cherry Communications,-0.5,4113,CON,50,West
549,Chism Strategies,0.6,25889,LIB,39,Trump
55083,YouGov/Center for Working Class Politics,-0.5,18705,UNK,50,Biden
26218,Abacus Data,-1.3,10540,UNK,62,Biden
39316,The Washington Post,-1.1,26156,GRE,53,Stein
37347,PPIC,0,9294,PSL,59,Harris
62503,Leger,0.6,3004,UNK,46,Mapstead
9846,Lake Research,0.2,5680,UNK,50,West
26834,Data Viewpoint,0.4,24398,OTH,37,Haley
83226,Marquette Law School,0.2,17633,LIB,55,Trump
51664,Metropolitan Research,0.1,11599,GRE,53,Harris
87308,Dan Jones,0.1,12563,DEM,52,Stein
64867,McLaughlin,1.6,5117,LIB,48,Trump
79230,Fabrizio/McLaughlin,0,7456,GRE,40,Kennedy
6131,Capitol Weekly,-1.5,16155,LIB,52,Trump
43023,"Cor Services, Inc.",-0.1,6078,GRE,54,Trump
51978,P2 Insights,1.6,17630,REP,41,Trump
52340,ABC/Washington Post,NA,3963,REP,48,Biden
63287,Roanoke College,-1.2,25175,GRE,49,Trump
36631,Data for Progress,-0.4,9085,UNK,51,DeSantis
47741,Fabrizio,-1,14856,LIB,59,Harris
1579,Glengariff Group Inc.,0,18234,CON,61,Trump
6461,Metropolitan Research,-0.5,19473,GRE,53,Oliver
59939,Meeting Street Insights,1.6,22004,LIB,47,Stein
79563,UC Berkeley,-1.5,792,DEM,60,Kennedy
40265,Big Data Poll,-1,14948,REP,67,West
71033,Research America,-1,12936,OTH,40,Trump
40530,WPAi,-0.3,10647,GRE,49,West
39727,Fabrizio/Impact,0.1,13461,OTH,67,Stein
20907,University of Delaware,0.6,19367,DEM,48,Trump
71434,3W Insights,-1.5,3950,DEM,50,Trump
26310,Fabrizio/David Binder Research,-0.6,16609,LIB,54,DeSantis
60880,The Washington Post,0.6,9466,DEM,57,Harris
25741,Elway,-1,1105,LIB,51,Kennedy
33024,Noble Predictive Insights,-0.3,9670,DEM,24,Trump
26566,Prime Group,0.1,1413,UNK,50,Trump
40573,InsiderAdvantage,-1.5,5929,REP,42,Biden
45193,Marquette Law School,-1,13171,CON,44,Trump
18614,Roanoke College,0.2,8804,IND,47,Harris
80462,Public Opinion Strategies,-1.3,11857,DEM,41,Kennedy
67015,U. Houston,-0.9,8941,UNK,48,Trump
45247,High Point University,-0.1,8270,IND,49,Biden
846,Fabrizio/McLaughlin,0.1,19021,OTH,38,Trump
44883,Angus Reid,NA,25716,UNK,43,Kennedy
68470,Praecones Analytica,-0.5,22541,UNK,66,Harris
19983,New Bridge Strategy/Aspect Strategic,0.2,4670,REP,59,Biden
5724,Innovative Research Group,NA,7165,OTH,51,Kennedy
53622,SoCal Research,-1,18688,UNK,50,Trump
61578,Targoz Market Research,0.4,15997,PSL,46,Oliver
53183,Patriot Polling,0.7,3528,DEM,59,Stein
83119,YouGov/Center for Working Class Politics,-0.6,11063,GRE,49,Kennedy
43381,Cygnal,-1.5,13739,GRE,52,Biden
83343,Victory Insights,1.7,24038,CON,51,Biden
79638,Lake Research,-1.5,9416,OTH,46,DeSantis
83339,HighGround,-1.3,18087,UNK,44,West
49397,HarrisX,-0.1,21607,REP,37,Trump
50,Fabrizio Ward,-1.5,14590,OTH,53,Trump
27292,CWS Research,NA,5149,CON,44,Kennedy
15694,U. North Florida,-0.4,18318,IND,46,Trump
30865,Meeting Street Insights,0.3,9254,PSL,49,West
61917,1892 Polling,NA,23155,LIB,56,Biden
71003,Benenson,-1.2,13926,GRE,47,Trump
58685,Mason-Dixon,-1.1,17133,REP,52,Kennedy
23545,St. Pete Polls,0.6,8685,DEM,60,Trump
20702,Kaplan Strategies,-0.8,10861,DEM,49,Kennedy
64949,TIPP,-1,11976,OTH,50,Trump
46948,Angus Reid,0.6,9212,GRE,48,Trump
40444,Premise,1.7,17814,IND,49,Trump
793,Benenson Strategy Group/GS Strategy Group,1.7,24465,OTH,55,Trump
31232,Trafalgar Group/InsiderAdvantage,-0.1,17378,IND,60,Mapstead
23584,Digital Research,-0.7,13214,CON,45,DeSantis
52539,3W Insights,0.1,15509,GRE,47,Kennedy
25662,SurveyUSA,0.6,11577,OTH,44,Trump
6081,Premise,0.6,12124,OTH,53,Biden
88331,HarrisX/Harris Poll,1.7,20504,IND,53,Stein
10857,Z to A Research,-0.8,10604,LIB,46,Trump
29520,Digital Research,-1.3,16326,UNK,41,Trump
25258,NORC,-1.2,7649,CON,51,Trump
16935,Trafalgar Group/InsiderAdvantage,-0.2,7646,LIB,54,Biden
10741,Innovative Research Group,-1,21931,OTH,55,Harris
35651,Fabrizio/Impact,-0.2,8514,LIB,49,Trump
78521,OH Predictive Insights / MBQF,1.6,2716,OTH,51,Biden
51710,Opinion Diagnostics,NA,12434,CON,57,Trump
83281,Capitol Weekly,1.6,18080,DEM,71,Trump
